ID,Origin,core_label,Subcel1,Localization,Type
Zm00001eb180790,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb191070,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb189860,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb200400,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb194210,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb198180,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb198860,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb146710,unknown,Near-Core Gene,cyto,Peroxisome,Soluble
Zm00001eb122240,Tandem,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb135190,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb156130,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb119630,unknown,Core Gene,cyto,Lysosome/Vacuole,Soluble
Zm00001eb143050,WGD,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb144910,WGD,Near-Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb162770,Tandem,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb119750,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb120340,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb151170,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb148960,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb149180,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb068370,Both,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb070310,WGD,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb075550,unknown,Core Gene,cyto,Peroxisome,Membrane
Zm00001eb081550,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb072840,unknown,Core Gene,cyto,Mitochondrion,Soluble
Zm00001eb076040,unknown,Core Gene,cyto,Mitochondrion,Soluble
Zm00001eb067130,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb071110,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb077570,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb068280,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb101680,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb092670,Both,Core Gene,cyto,Cell membrane,Soluble
Zm00001eb413110,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb425750,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb410460,Tandem,Near-Core Gene,cyto,Nucleus,Soluble
Zm00001eb428510,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb429200,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb415060,unknown,Near-Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb010060,unknown,Core Gene,cyto,Plastid,Soluble
Zm00001eb005310,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb034260,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb058360,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb002720,Tandem,Core Gene,cyto,Mitochondrion,Soluble
Zm00001eb036140,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb023840,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb060830,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb060330,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb001240,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb010690,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb021710,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb040190,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb196540,unknown,Core Gene,nucl,Cell membrane,Membrane
Zm00001eb135700,WGD,Core Gene,nucl,Cytoplasm,Membrane
Zm00001eb161480,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb068960,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb108430,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb410230,unknown,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb032790,unknown,Core Gene,mito,Cytoplasm,Soluble
Zm00001eb371870,unknown,Dispensable Gene,mito,Nucleus,Soluble
Zm00001eb379910,Tandem,Core Gene,cyto,Nucleus,Soluble
Zm00001eb377960,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb361570,unknown,Private Gene,chlo,Mitochondrion,Soluble
Zm00001eb301590,unknown,Core Gene,mito,Nucleus,Soluble
Zm00001eb305390,unknown,Core Gene,chlo,Nucleus,Membrane
Zm00001eb326440,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb307240,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb307150,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb291560,unknown,Near-Core Gene,mito,Cytoplasm,Soluble
Zm00001eb262540,unknown,Dispensable Gene,mito,Cytoplasm,Soluble
Zm00001eb273730,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb263390,Tandem,unknown,chlo,Cytoplasm,Soluble
Zm00001eb251240,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb229770,unknown,Dispensable Gene,mito,Nucleus,Soluble
Zm00001eb223250,Both,Core Gene,chlo,Nucleus,Membrane
Zm00001eb239560,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb241550,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb227900,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb192440,Tandem,Core Gene,chlo,Nucleus,Soluble
Zm00001eb210160,unknown,Near-Core Gene,chlo,Endoplasmic reticulum,Soluble
Zm00001eb166380,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb203330,unknown,Core Gene,cyto,Cell membrane,Membrane
Zm00001eb128790,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb137980,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb156640,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb158820,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb135430,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb082950,unknown,Near-Core Gene,chlo,Nucleus,Membrane
Zm00001eb069900,Tandem,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb069970,Tandem,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb111350,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb084500,unknown,Dispensable Gene,mito,Cytoplasm,Soluble
Zm00001eb102920,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb105320,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb420280,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb036200,unknown,Dispensable Gene,cyto,Peroxisome,Soluble
Zm00001eb018680,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb020390,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb024320,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb004150,unknown,Core Gene,mito,Cytoplasm,Soluble
Zm00001eb046470,unknown,Near-Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb044760,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb024740,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb441610,Tandem,unknown,chlo,Nucleus,Soluble
Zm00001eb381440,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb356730,Tandem,Core Gene,chlo,Extracellular,Soluble
Zm00001eb303850,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb272040,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb236790,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb086020,unknown,Near-Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb097860,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb066970,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb256430,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb419220,unknown,Private Gene,nucl,Nucleus,Membrane
Zm00001eb310190,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb282990,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb316400,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb441960,unknown,unknown,nucl,Plastid,Soluble
Zm00001eb441390,unknown,unknown,nucl,Plastid,Soluble
Zm00001eb440190,unknown,unknown,chlo,Golgi apparatus,Soluble
Zm00001eb440130,unknown,unknown,nucl,Plastid,Soluble
Zm00001eb388450,unknown,Dispensable Gene,nucl,Plastid,Soluble
Zm00001eb384720,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb380580,unknown,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb359680,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb369400,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb348360,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb345220,unknown,Dispensable Gene,nucl,Mitochondrion,Soluble
Zm00001eb370580,unknown,Core Gene,nucl,Endoplasmic reticulum,Membrane
Zm00001eb303570,unknown,Private Gene,nucl,Plastid,Soluble
Zm00001eb315610,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb318210,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb330440,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb313010,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb297980,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb330160,unknown,Core Gene,nucl,Cell membrane,Membrane
Zm00001eb289320,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb261940,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb238990,unknown,Near-Core Gene,nucl,Nucleus,Soluble
Zm00001eb240470,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb259310,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb234310,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb237510,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb256360,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb257820,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb232350,unknown,Dispensable Gene,nucl,Mitochondrion,Soluble
Zm00001eb221900,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb223920,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb228770,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb253190,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb169760,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb185340,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb167050,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb172630,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb173820,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb191720,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb194730,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb181730,Tandem,Core Gene,chlo,Cell membrane,Soluble
Zm00001eb135200,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb119100,WGD,Core Gene,nucl,Mitochondrion,Soluble
Zm00001eb096390,unknown,Core Gene,nucl,Peroxisome,Soluble
Zm00001eb091530,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb111290,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb085650,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb086800,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb433390,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb415840,unknown,Dispensable Gene,nucl,Mitochondrion,Soluble
Zm00001eb417460,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb427300,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb434430,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb007870,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb032280,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb062270,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb050780,unknown,Dispensable Gene,nucl,Mitochondrion,Soluble
Zm00001eb008270,Both,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb004140,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb041580,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb363690,unknown,Private Gene,nucl,Nucleus,Soluble
Zm00001eb370870,WGD,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb308840,unknown,Dispensable Gene,nucl,Plastid,Soluble
Zm00001eb303090,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb259840,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb297180,unknown,Core Gene,nucl,Endoplasmic reticulum,Membrane
Zm00001eb266270,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb236550,unknown,Near-Core Gene,nucl,Plastid,Membrane
Zm00001eb226300,WGD,Near-Core Gene,nucl,Nucleus,Soluble
Zm00001eb239160,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb204440,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb208800,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb183470,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb206260,unknown,Near-Core Gene,nucl,Cell membrane,Membrane
Zm00001eb113050,WGD,Near-Core Gene,nucl,Peroxisome,Soluble
Zm00001eb083650,Both,Core Gene,nucl,Nucleus,Soluble
Zm00001eb066560,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb083200,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb110830,unknown,Core Gene,nucl,Cell membrane,Membrane
Zm00001eb429420,unknown,Dispensable Gene,mito,Mitochondrion,Soluble
Zm00001eb028850,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb050100,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb041750,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb021920,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb207710,unknown,Near-Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb149000,unknown,Core Gene,chlo,Golgi apparatus,Membrane
Zm00001eb095260,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb055310,Both,Core Gene,chlo,Plastid,Soluble
Zm00001eb343820,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb203010,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb150520,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb403770,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb290510,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb274610,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb195550,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb170900,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb172540,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb415200,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb019480,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb030350,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb263510,Tandem,unknown,chlo,Mitochondrion,Soluble
Zm00001eb191910,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb157780,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb086630,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb442810,unknown,unknown,chlo,Nucleus,Soluble
Zm00001eb435540,unknown,unknown,chlo,Mitochondrion,Soluble
Zm00001eb380170,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb390820,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb378590,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb386050,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb379690,unknown,Near-Core Gene,chlo,Nucleus,Soluble
Zm00001eb381990,unknown,Near-Core Gene,chlo,Nucleus,Soluble
Zm00001eb399970,Tandem,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb373070,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb377890,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb387380,unknown,Dispensable Gene,chlo,Nucleus,Membrane
Zm00001eb389120,unknown,Dispensable Gene,chlo,Nucleus,Membrane
Zm00001eb392570,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb384670,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb393900,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb380560,unknown,Dispensable Gene,cyto,Mitochondrion,Soluble
Zm00001eb378740,unknown,Near-Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb373370,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb387540,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb398800,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb379150,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb355400,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb358230,Tandem,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb358250,Tandem,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb342470,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb346020,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb348310,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb368870,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb358680,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb359810,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb362570,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb366770,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb336120,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb338950,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb349390,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb356830,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb357940,WGD,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb342110,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb359300,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb357160,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb305990,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb317150,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb329990,Tandem,Core Gene,chlo,Plastid,Soluble
Zm00001eb303810,Tandem,Core Gene,chlo,Nucleus,Soluble
Zm00001eb323950,Tandem,Core Gene,chlo,Nucleus,Membrane
Zm00001eb316150,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb309690,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb314760,unknown,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb307610,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb317510,Both,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb301300,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb264600,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb293680,Tandem,Core Gene,chlo,Plastid,Soluble
Zm00001eb274260,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb265080,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb268140,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb283070,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb264540,unknown,Private Gene,chlo,Nucleus,Soluble
Zm00001eb262610,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb276110,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb288030,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb294360,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb296930,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb262850,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb279590,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb284950,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb286570,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb272670,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb283010,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb290440,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb278610,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb291520,unknown,Private Gene,chlo,Cytoplasm,Soluble
Zm00001eb291820,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb287510,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb264680,unknown,Near-Core Gene,chlo,Cell membrane,Membrane
Zm00001eb293430,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb250770,unknown,Near-Core Gene,chlo,Nucleus,Soluble
Zm00001eb234630,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb224120,Tandem,Core Gene,chlo,Nucleus,Soluble
Zm00001eb216410,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb238000,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb250820,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb212400,WGD,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb214320,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb234990,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb253760,unknown,Core Gene,chlo,Lysosome/Vacuole,Soluble
Zm00001eb254850,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb242310,Tandem,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb218620,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb219560,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb224890,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb229070,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb175970,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb191410,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb190240,unknown,Private Gene,chlo,Nucleus,Soluble
Zm00001eb181670,Tandem,Dispensable Gene,chlo,Nucleus,Membrane
Zm00001eb189040,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb202280,Tandem,Core Gene,chlo,Nucleus,Soluble
Zm00001eb174450,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb181510,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb189510,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb169560,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb171770,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb182700,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb188140,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb192320,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb195270,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb195420,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb196750,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb168800,unknown,Near-Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb195470,WGD,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb165190,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb183900,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb184330,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb173630,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb190300,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb202010,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb206150,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb206310,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb186630,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb193900,Tandem,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb179660,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb189200,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb174120,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb131240,unknown,Near-Core Gene,chlo,Plastid,Soluble
Zm00001eb127280,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb130370,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb138970,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb153360,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb162170,unknown,Near-Core Gene,chlo,Nucleus,Soluble
Zm00001eb141700,Tandem,Core Gene,chlo,Nucleus,Soluble
Zm00001eb136180,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb120950,unknown,Dispensable Gene,cyto,Mitochondrion,Soluble
Zm00001eb128540,unknown,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb157750,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb142840,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb148740,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb161770,WGD,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb127770,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb144320,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb119950,WGD,Near-Core Gene,chlo,Extracellular,Soluble
Zm00001eb150710,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb163990,WGD,Core Gene,chlo,Endoplasmic reticulum,Soluble
Zm00001eb137160,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb130650,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb162980,Tandem,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb139790,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb151200,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb083890,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb107540,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb072660,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb084850,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb093250,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb112900,unknown,Near-Core Gene,chlo,Nucleus,Soluble
Zm00001eb110850,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb115820,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb106760,Both,Core Gene,chlo,Nucleus,Soluble
Zm00001eb109770,WGD,Core Gene,chlo,Nucleus,Soluble
